0,1
1,1
2,1
3,1
4,1
5,1
6,2
7,2
8,2
9,2
10,2
11,2
12,3
13,3
14,3
15,3
16,3
17,4
18,4
19,5
20,5
21,5
22,6
23,7
24,9
25,10
26,10
27,10
28,13
29,14
30,14
31,14
32,16
33,17
34,17
35,17
36,17
37,20
38,21
39,22
40,22
41,22
42,23
43,24
44,25
45,26
46,27
47,28
48,28
49,29
50,30
51,32
52,33
53,34
54,34
55,34
56,36
57,37
58,37
59,37
60,38
61,38
62,38
63,39
64,39
65,40
66,41
67,41
68,42
69,44
70,45
71,46
72,47
73,48
74,50
75,51
76,51
77,52
78,52
79,53
80,53
81,53
82,53
83,54
84,54
85,54
86,54
87,55
88,55
89,55
90,55
91,56
92,56
93,57
94,58
95,58
96,58
97,59
98,59
99,59
100,59
