13.6775,49,29
30.9611,1357,844
25.8452,270,166
30.9751,503,314
40.2392,399,254
39.6771,394,236
29.8715,195,118
37.3918,427,274
14.056,31,19
31.1252,1371,833
33.4562,1233,759
29.5146,623,392
27.9171,229,143
20.5859,340,201
28.2969,1398,923
40.8421,200,128
34.9683,231,147
30.6642,255,171
26.8606,240,152
35.1833,1165,698
30.7126,221,158
25.8637,316,199
15.0565,1,1
15.2181,32,15
23.5611,56,26
36.1089,85,42
14.7274,35,15
38.2708,354,230
27.4131,286,183
19.469,96,55
22.4428,184,115
32.7908,716,434
27.3556,281,186
31.348,1285,811
21.8553,64,39
16.6286,7,5
34.0537,1972,1265
31.2789,301,189
27.467,152,93
23.9325,518,319
21.0776,222,137
30.7508,584,385
25.4555,456,298
36.3984,747,485
21.7255,259,177
25.6797,446,290
31.8362,474,297
28.9184,126,96
26.5905,504,311
31.9442,1113,702
44.2763,345,243
15.7228,19,13
25.8894,41,29
34.9428,842,536
18.7491,173,104
14.4807,7,6
20.0374,251,154
24.169,223,132
29.2638,1335,912
36.3858,464,312
20.1771,103,77
34.3249,339,222
20.8002,32,19
19.1098,254,163
37.4624,534,332
30.8971,488,314
32.9522,1946,1227
21.9816,181,113
26.6246,377,212
33.5475,1701,1094
36.5617,124,65
28.8479,231,146
28.9326,1759,1101
36.4487,766,522
18.676,8,6
21.5807,402,265
25.5127,164,101
21.8448,79,44
28.3813,1293,814
20.3516,238,138
21.3382,253,161
41.1037,521,306
16.1317,37,24
32.8916,678,454
17.7501,89,52
26.1794,129,79
14.3625,109,59
17.2437,89,53
33.7501,159,124
26.1383,367,250
26.8111,921,595
31.1208,473,330
30.8691,199,145
25.485,211,136
37.0884,703,400
28.1511,227,142
20.7133,42,30
62.024,335,214
37.0009,1437,920
21.979,11,11
37.7833,925,540
26.2625,1022,641
23.2861,65,51
35.6384,300,199
16.3051,89,65
19.2916,41,29
31.8524,553,351
20.7122,40,30
25.6811,312,187
23.6389,292,178
25.9746,568,373
20.845,189,116
22.1435,573,359
16.1451,95,58
28.6779,387,232
27.513,105,78
37.2991,433,289
27.9259,236,144
28.0632,228,146
23.0315,66,38
24.1077,108,76
25.8745,501,329
25.512,341,199
20.6419,421,257
29.4265,164,99
25.3747,393,250
38.6389,631,368
30.9047,249,164
20.0155,507,307
18.3484,105,71
33.3418,348,204
16.2099,159,118
27.519,123,80
46.3758,227,163
24.3262,96,56
37.7118,823,525
35.9498,1786,1106
33.3555,87,57
24.8984,623,369
23.0315,189,128
21.6748,111,74
